gene	length
GOS12_ARATH	1604
GOS9_ORYSJ	459
GOT1_YEAST	726
GOT1A_MOUSE	457
GP107_HUMAN	436
GP107_MOUSE	995
GP108_RAT	553
GP210_ARATH	433
GPA1_ORYSJ	632
GPAA1_HUMAN	1456
GPAM1_MOUSE	934
GPAT1_ARATH	414
GPAT3_ARATH	468
GPAT3_CHICK	1493
GPAT3_RAT	852
GPAT5_ARATH	456
GPAT6_ARATH	344
GPDA_CUPLA	516
GPDA_ORYSJ	352
GPDL2_ARATH	482
GPDL3_ARATH	380
GPDL4_ARATH	544
GPDL7_ARATH	593
GPH_PSEPU	654
GPH2_PSEAE	694
GPI3_SCHPO	622
GPI7_CANAL	387
GPI8_DROME	897
GPMA_PARUW	325
GPN1_DICDI	1625
GPN1_SCHPO	364
GPN2_DICDI	332
GPN2_MOUSE	1284
GPN3_DANRE	1187
GPP1_ARATH	621
GPPL1_ARATH	332
GPPL2_ARATH	739
GPPL3_ARATH	518
GPT_DICDI	520
GPT_MOUSE	434
GPT11_DANRE	688
GPT2_ARATH	1141
GPTC8_HUMAN	1205
GPTC8_MOUSE	916
GPX1_ARATH	892
GPX2_ARATH	330
GPX4_ARATH	710
GPX4_CITSI	799
GPX4_MESCR	540
GPX4_SPIOL	783
GPX6_ARATH	831
GPX7_ARATH	443
GRC10_ORYSJ	351
GRC14_ORYSJ	639
GRC15_ORYSJ	679
GRDH_ORYSJ	1231
GRDH1_ARATH	647
GRDP2_ARATH	1275
GRF11_ORYSJ	777
GRF2_ARATH	318
GRF4_ORYSJ	364
GRF5_ORYSJ	333
GRF9_ORYSJ	328
GRIK1_ARATH	496
GRIK2_ARATH	861
GRIP_ARATH	596
GRP_HORVU	645
GRP1_DAUCA	886
GRP1_SORBI	435
GRP2_NICSY	435
GRPA_MAIZE	894
GRPE_BRASO	957
GRPE_NITWN	726
GRPE_PROM3	786
GRPE_PROM9	555
GRPE_RHOP2	540
GRPE_RHOPT	1056
GRPE_SYNS9	443
GRPE_THEEB	938
GRRA_EMENI	570
GRS10_ORYSJ	723
GRS11_ORYSJ	1376
GRS12_ORYSJ	738
GRSF1_HUMAN	832
GRV2_ARATH	1075
GRWD1_DICDI	826
GRWD1_HUMAN	579
GRXC1_ORYSJ	637
GRXC4_ORYSJ	344
GRXC6_ORYSJ	569
GRXC7_ORYSJ	647
GRXC8_ORYSJ	464
GRXS1_ORYSJ	374
GRXS2_ORYSJ	878
GRXS4_ORYSJ	529
GRXS5_ORYSJ	485
GRXS6_ORYSJ	440
GRXS7_ORYSJ	452
GS13_BACSU	694
GSA_ORYSJ	907
GSH1A_ORYSI	795
GSH1A_ORYSJ	1607
GSH1B_ORYSI	478
GSHB_ARATH	346
GSHB_BRAJU	935
GSHB_SOLLC	321
GSHRC_ORYSJ	697
GSHRP_ARATH	564
GSHRP_PEA	410
GSHRP_TOBAC	858
GSK3_SCHPO	376
GSO1_ARATH	487
GSOX5_ARATH	336
GSR2_ARATH	614
GST23_MAIZE	510
GSTF_HYOMU	429
GSTF1_MAIZE	802
GSTF1_ORYSJ	625
GSTF3_MAIZE	832
GSTF4_MAIZE	390
GSTFB_ARATH	390
GSTFD_ARATH	402
GSTT1_ARATH	755
GSTT3_ARATH	844
GSTU1_ORYSI	654
GSTU1_ORYSJ	576
GSTU6_ORYSJ	865
GSTU8_ARATH	374
GSTUK_ARATH	317
GSTX1_SOLTU	401
GSTX3_TOBAC	359
GSTZ_WHEAT	577
GSTZ1_ARATH	666
GSTZ2_ARATH	545
GSXL2_ARATH	608
GSXL3_ARATH	548
GSXL4_ARATH	320
GSXL5_ARATH	492
GSXL9_ARATH	375
GT102_ORYSJ	948
GT12_ORYSJ	384
GT13_ORYSJ	341
GT14_ORYSJ	423
GT14A_ARATH	744
GT14B_ARATH	454
GT14C_ARATH	443
GT15_ORYSJ	346
GT2_ORYSJ	511
GT31_ORYSJ	355
GT42_ORYSJ	841
GT52_ORYSJ	510
GT61_ORYSJ	783
GT645_ARATH	1402
GTE1_ARATH	938
GTE10_ARATH	446
GTE11_ARATH	1260
GTE12_ARATH	1106
GTE2_ARATH	817
GTE3_ARATH	596
GTE4_ARATH	692
GTE5_ARATH	568
GTE7_ARATH	900
GTE8_ARATH	968
GTE9_ARATH	594
GTOMC_ORYSJ	732
GUAA_AQUAE	367
GUAA_BACC0	635
GUAA_CYAP7	314
GUAA_LACRJ	345
GUAA_PELPB	1104
GUAD_BACSU	577
GUB2_HORVU	1608
GUCD1_HUMAN	354
GUCD1_MOUSE	847
GUF1_SORBI	417
GUFP_ORYSI	671
GUFP_ORYSJ	2024
GUN10_ORYSJ	748
GUN12_ORYSJ	366
GUN22_ORYSJ	329
GUN24_ORYSJ	503
GUN4C_ARATH	1002
GUP1_YEAST	380
GUX1_ARATH	647
GUX3_ARATH	713
GUX6_ARATH	783
GUX7_ARATH	502
GUX8_ARATH	437
GVQW1_HUMAN	319
GWD1_CITRE	1736
GWD1_SOLTU	1393
GXM3_ARATH	511
GYAR_KORCO	456
GYAR_THEPD	943
GYP1_SCHPO	1013
GYP5_YEAST	593
GYP7_CANGA	579
GYP7_DEBHA	370
GYP7_SCHPO	592
GYP7_YARLI	543
GYP7_YEAST	904
GYRB_ORYSJ	533
H1_MAIZE	1070
H1_SOLPN	656
H2A_MAIZE	504
H2A_PETCR	583
H2A1_MEDTR	339
H2A2_MEDTR	784
H2A2_ORYSJ	686
H2A3_MEDTR	323
H2A3_ORYSJ	384
H2A4_ORYSJ	460
H2A4_WHEAT	915
H2A5_ORYSJ	508
H2A6_ORYSJ	709
H2AV3_ARATH	519
H2AV3_ORYSJ	723
H2AX_PICAB	411
H2AXB_ORYSJ	352
H2B1_MAIZE	536
H2B1_ORYSJ	404
H2B1_WHEAT	530
H2B10_ORYSJ	312
H2B11_ORYSJ	371
H2B2_WHEAT	511
H2B3_MAIZE	315
H32_TOBAC	370
H32_WHEAT	369
H33_HORVU	319
H33_VITVI	629
H4_SOYBN	409
H4_TETTS	394
H42_WHEAT	419
HA22A_ARATH	655
HA22E_ARATH	348
HA22J_ARATH	486
HA22K_ARATH	802
HAC1_ARATH	1029
HACD2_BOVIN	335
HACD2_MOUSE	664
HACDA_ORYSJ	840
HACL_ORYSJ	839
HACL1_ORYSJ	866
HACL3_ORYSJ	795
HAK1_ORYSJ	615
HAK10_ORYSJ	699
HAK11_ORYSJ	545
HAK12_ORYSJ	419
HAK14_ORYSJ	676
HAK15_ORYSJ	613
HAK16_ORYSJ	1377
HAK18_ORYSJ	1196
HAK19_ORYSJ	468
HAK2_ORYSJ	746
HAK22_ORYSJ	948
HAK23_ORYSJ	1446
HAK25_ORYSJ	522
HAK27_ORYSJ	1395
HAK4_ORYSJ	320
HAK7_ORYSJ	1040
HAK8_ORYSJ	406
HAK9_ORYSJ	641
HAKAI_CHICK	580
HAL3_ORYSJ	396
HAP28_RAT	892
HARB1_BOVIN	888
HARB1_DANRE	601
HARB1_HUMAN	459
HARB1_MOUSE	432
HARB1_RAT	668
HASP_HUMAN	501
HASP_MOUSE	354
HASTY_ARATH	595
HAT1_MAIZE	382
HAT1_ORYSJ	390
HBD_BACSU	346
HBD_BRADU	869
HBD_DEIRA	492
HBL1_ORYSJ	799
HBP1A_WHEAT	1217
HBP1B_WHEAT	667
HBP1C_WHEAT	673
HBPL1_ARATH	823
HBS1L_BOVIN	658
HBS1L_HUMAN	545
HCAR_ORYSJ	1293
HCBT1_DIACA	331
HCBT3_DIACA	453
HCS1_ARATH	397
HCS1_SCHPO	337
HCS2_ARATH	540
HD3A_ORYSJ	771
HDA14_ARATH	567
HDA15_ARATH	733
HDA17_ARATH	371
HDA18_ARATH	460
HDA19_MAIZE	700
HDA2_ARATH	450
HDA5_ARATH	798
HDA6_ARATH	853
HDA9_ARATH	1120
HDAC6_HUMAN	424
HDDC2_DANRE	951
HDDC2_DICDI	554
HDHD3_BOVIN	1097
HDHD3_MOUSE	938
HDHD3_XENLA	946
HDT1_MAIZE	501
HDT2_MAIZE	644
HEAT1_ARATH	509
HEAT6_MOUSE	447
HEAT6_XENLA	606
HEBP2_HUMAN	851
HEC1_ARATH	356
HEI10_ORYSJ	827
HEL2_SCHPO	746
HEM1_ORYSI	1584
HEM1_ORYSJ	2040
HEM11_HORVU	707
HEM2_ORYSJ	1556
HEM3_ORYSJ	1106
HEM4_ORYSJ	502
HEM6_ORYSJ	1471
HEMH_ORYSI	937
HEMH1_ORYSJ	969
HEMK2_HUMAN	647
HEN1_ARATH	394
HEN2_ARATH	888
HERC1_HUMAN	582
HERC2_DROME	616
HERC2_HUMAN	505
HERC2_MOUSE	566
HERC3_HUMAN	807
HERC5_HUMAN	352
HERC6_MOUSE	514
HERK_ARATH	672
HESO1_ARATH	984
HETI_NOSS1	402
HEX6_RICCO	702
HEXO1_ARATH	482
HEXO2_ARATH	418
HEXP_LEIMA	704
HF101_ORYSJ	1038
HFA2B_ORYSJ	490
HFA2C_ORYSJ	923
HFA2D_ORYSJ	755
HFA2E_ORYSJ	752
HFA4B_ORYSJ	657
HFA6A_ORYSJ	487
HFA6B_ARATH	358
HFB2C_ORYSJ	777
HFC2A_ORYSJ	412
HFLX_CLOSW	1291
HGD_ORYSJ	383
HGGL2_MAIZE	382
HGH1_DICDI	912
HGH1_MOUSE	711
HGNAT_HUMAN	764
HGNAT_MOUSE	832
HGS_MOUSE	371
HGS_RAT	472
HHL1_ARATH	1054
HHT1_ARATH	305
HIBC1_ARATH	785
HIBC2_ARATH	376
HIBC3_ARATH	547
HIBC4_ARATH	462
HIBC5_ARATH	516
HIBC6_ARATH	1065
HIBC8_ARATH	381
HIBN_XENLA	1183
HIDM_GLYEC	1203
HINT3_XENTR	461
HIP1_ORYSJ	709
HIP26_ARATH	751
HIPL1_ARATH	718
HIPL2_ARATH	342
HIR1_ARATH	988
HIR1_YARLI	348
HIR2_ARATH	374
HIR3_ARATH	453
HIR4_ARATH	791
HIRA_MAIZE	370
HIRA_ORYSJ	1211
HIS1_ORYSJ	1163
HIS2_ARATH	609
HIS3_ARATH	357
HIS4_ARATH	428
HIS7_ARATH	628
HIS7_WHEAT	460
HIS8_NICPL	464
HIS8_TOBAC	630
HISX_ORYSJ	1043
HKT6_ORYSJ	412
HKT9_ORYSJ	448
HLIP_ARATH	781
HLL_ARATH	321
HLP_ARATH	518
HLS1_ARATH	556
HLS1L_ARATH	480
HLTT_LUPAL	468
HMA1_ARATH	859
HMA2_ARATH	1209
HMA3A_ARATH	475
HMA4_ARATH	444
HMA5_ARATH	537
HMA6_ARATH	942
HMA7_ARATH	603
HMA8_ARATH	1413
HMCES_XENTR	378
HMCS_ARATH	505
HMDH_MAIZE	369
HMDH3_ORYSJ	510
HMG14_ARATH	554
HMG15_ARATH	951
HMGCL_ARATH	728
HMGL_IPONI	550
HMGL_VICFA	496
HMGYA_MAIZE	547
HMNGT_SORBI	715
HMOX1_ORYSJ	936
HMOX2_ORYSJ	464
HMT2_MAIZE	343
HMT3_MAIZE	903
HNLS_SORBI	981
HNRL1_MOUSE	422
HNRPF_MACFA	471
HNRPQ_HUMAN	759
HNRPQ_MOUSE	538
HNRPQ_RAT	884
HOL3_ARATH	768
HOP2_ARATH	429
HORM1_RAT	590
HOS1_ARATH	701
HOS4_YEAST	309
HOX10_ORYSI	1165
HOX10_ORYSJ	805
HOX11_ORYSI	369
HOX15_ORYSI	556
HOX15_ORYSJ	615
HOX16_ORYSJ	1421
HOX19_ORYSJ	451
HOX1A_MAIZE	782
HOX2_ORYSJ	313
HOX20_ORYSJ	657
HOX22_ORYSJ	954
HOX24_ORYSI	398
HOX25_ORYSI	1171
HOX27_ORYSJ	328
HOX29_ORYSI	349
HOX29_ORYSJ	366
HOX32_ORYSI	723
HOX32_ORYSJ	585
HOX33_ORYSJ	1132
HOX4_ORYSJ	625
HOX5_ORYSJ	814
HOX6_ORYSJ	581
HPBP1_MOUSE	1489
HPPD_HORVU	1116
HPPR_PLESU	968
HPR1_ARATH	1414
HPR2_ARATH	546
HPR3_ARATH	474
HPRT_ENTFA	342
HPRT_VIBHA	335
HPSE1_ARATH	1337
HPSE2_ARATH	1020
HPSE3_ARATH	342
HPT1_ORYSJ	714
HPT2_ORYSJ	925
HQGT_RAUSE	696
HRD1_ORYSJ	508
HRD3_ORYSJ	1878
HS16A_ORYSJ	550
HS16B_ORYSJ	479
HS17A_ORYSJ	759
HS17B_ORYSJ	1020
HS181_ORYSJ	558
HS186_ORYSJ	504
HS188_ORYSJ	452
HS189_ORYSJ	743
HS223_ORYSJ	914
HS24M_ORYSJ	945
HS26M_ORYSJ	583
HS905_ARATH	862
HS906_ARATH	1687
HSA32_ARATH	810
HSBP1_BOVIN	574
HSBP1_HUMAN	562
HSC20_MOUSE	541
HSDD1_ARATH	413
HSDD2_ARATH	888
HSE1_NEUCR	458
HSFA1_ORYSJ	767
HSFA2_ARATH	526
HSFA3_ORYSJ	909
HSFA5_ORYSJ	503
HSFA9_ORYSJ	432
HSL1_ARATH	774
HSL2_ARATH	1022
HSOP_WHEAT	933
HSOP1_SOYBN	679
HSOP2_ARATH	414
HSP16_ORYSJ	378
HSP21_MAIZE	768
HSP70_MAIZE	526
HSP72_SOLLC	681
HSP7C_ARATH	477
HSP7C_PETHY	635
HSP7F_ARATH	328
HSP7H_ARATH	487
HSP7J_ARATH	560
HSP7M_PHAVU	1092
HSP7M_SOLTU	466
HSP7O_ARATH	554
HSP7P_ARATH	1223
HSP7Q_ARATH	773
HSP7R_ARATH	717
HSP7S_PEA	1028
HSP80_SOLLC	712
HSP81_ORYSJ	1370
HSP82_ORYSJ	400
HSP83_ORYSJ	661
HSR4_ARATH	434
HST_ARATH	755
HST_TOBAC	609
HT1_ARATH	1227
HTPX_MOOTA	1574
HTPX2_METMA	1127
HTR5A_HUMAN	980
HTR5A_MOUSE	859
HTSF1_HUMAN	1252
HTSF1_MOUSE	448
HUA2_ARATH	1174
HUAL2_ARATH	388
HUAL3_ARATH	577
HVA22_HORVU	584
HVT1_ARATH	851
HXK3_ORYSJ	960
HXK5_ORYSJ	416
HXK6_ORYSJ	630
HXK7_ORYSJ	352
HXK8_ORYSJ	377
HY5_ARATH	832
HY5_SOLLC	833
HY6H_HYONI	354
HYES_HUMAN	741
HYES_MOUSE	717
HYES_PIG	614
HYES_RAT	623
HYPK_MOUSE	554
IAA1_ORYSJ	637
IAA10_ORYSI	763
IAA11_ORYSJ	340
IAA13_ORYSJ	533
IAA14_ORYSJ	723
IAA17_ARATH	372
IAA17_ORYSJ	968
IAA18_ORYSJ	408
IAA19_ORYSJ	823
IAA2_ORYSJ	1374
IAA21_ORYSJ	392
IAA23_ORYSJ	520
IAA24_ORYSJ	975
IAA25_ORYSJ	338
IAA31_ORYSJ	986
IAA4_ORYSJ	738
IAA5_ORYSI	606
IAA5_ORYSJ	787
IAA6_ORYSJ	1108
IAAT_MAIZE	388
IAR1_ARATH	1133
IBB3_WHEAT	598
IBBR_ORYSI	778
IBH1_ORYSJ	672
IBR3_ARATH	675
IBR5_ARATH	546
IBTK_HUMAN	4227
IBTK_XENLA	613
ICDHC_ARATH	409
ICDHP_ARATH	822
ICE1_ARATH	639
ICI2_HORVU	505
ICI3_HORVU	338
ICLN_ARATH	688
ICMT_ORYSJ	540
ICP55_YEAST	350
ICR2_ARATH	1144
ICR3_ARATH	382
ICS1_ARATH	553
ICS2_ARATH	445
ICT1_SALSA	963
IDD11_ARATH	428
IDD4_ARATH	720
IDD5_ARATH	639
IDD6_ARATH	1987
IDE_BOVIN	1458
IDE_MOUSE	573
IDEF1_ORYSJ	683
IDH1_ARATH	827
IDH3_ARATH	437
IDH5_ARATH	1165
IDHC_SOYBN	790
IDHP_MEDSA	1047
IDI1_CAMAC	513
IDI1_CLABR	715
IDI2_ARATH	769
IDM1_ARATH	716
IDN2_ARATH	625
IDND_VITVI	379
IDS3_HORVU	635
IF1A_WHEAT	707
IF1C_SORBI	517
IF2_ACICJ	719
IF2_GRABC	429
IF2_MAGMM	942
IF2_RHORT	924
IF2A_PONAB	501
IF2A_SCHPO	930
IF2A_XENTR	520
IF2B_ARATH	590
IF2B_WHEAT	629
IF2C_ARATH	1298
IF2C_PHAVU	2317
IF2C_PORPU	396
IF2G_CHICK	434
IF2G_DROME	952
IF2G_SCHPO	363
IF2G_YEAST	408
IF2P_DICDI	337
IF2P_MOUSE	1125
IF2P_PONAB	430
IF2P_SCHPO	571
IF2P_YEAST	1390
IF3_SYNY3	1373
IF411_TOBAC	316
IF414_TOBAC	567
IF4A_MAIZE	562
IF4A_WHEAT	454
IF4A1_ORYSJ	321
IF4A3_DROME	383
IF4A3_ORYSJ	968
IF4A6_TOBAC	310
IF4B1_WHEAT	841
IF4E1_ORYSJ	474
IF4E2_MAIZE	784
IF4E3_ORYSJ	453
IF4E3_WHEAT	429
IF4G_ORYSJ	1258
IF4G_WHEAT	1309
IF4G1_ORYSJ	722
IF4G1_WHEAT	934
IF4G2_ORYSJ	391
IF4G2_WHEAT	1288
IF5_MAIZE	1131
IF5A_MAIZE	813
IF5A_MANES	824
IF5A_SENVE	562
IF5A1_SOLTU	711
IF5A3_SOLTU	840
IF62_ARATH	826
IFRD1_MOUSE	1917
IFRD1_PIG	1232
IFRD2_HUMAN	475
IFRH_LUPAL	522
IFRH_MAIZE	983
IH5GT_IRIHO	518
IKU2_ARATH	501
ILKH_CAEEL	908
ILL1_ORYSI	336
ILL1_ORYSJ	943
ILL2_ORYSJ	356
ILL3_ORYSJ	387
ILL4_ORYSJ	320
ILL5_ORYSJ	407
ILL6_ORYSJ	865
ILL7_ORYSJ	579
ILL8_ORYSJ	494
ILR3_ARATH	823
ILV5_ARATH	338
ILV5_ORYSJ	1094
ILVB1_MAIZE	2134
ILVD_ARATH	379
ILVH_NICPL	427
ILVH2_ARATH	1122
IM30_ORYSJ	960
IMA1A_ORYSJ	1235
IMA1B_ORYSJ	1174
IMAP2_ORYSJ	904
IMB1_ARATH	968
IMB3_SCHPO	731
IMB4_SCHPO	1308
IMCE_ORYSJ	1313
IMCL1_ORYSJ	391
IMCL2_ORYSJ	696
IMDH_VIGUN	312
IMDH2_ARATH	1060
IMK2_ARATH	381
IML1_PICST	426
IMP1_SCHPO	1001
IMP1L_MOUSE	643
IMP2L_MOUSE	312
IMP3_MOUSE	806
IMP3_SOLLC	961
IMP3_YEAST	357
IMP4_DEBHA	332
IMP4_PONAB	716
IMPA1_ARATH	570
IMPL1_ARATH	780
IMPP_MESCR	434
IN21B_ORYSJ	874
IN80C_MOUSE	720
IN80D_DICDI	547
INDA1_SOLTU	842
ING1_ARATH	468
ING2_ARATH	672
INH18_ECOLI	425
INLI_LISMO	1172
INO1_MAIZE	1874
INO80_ARATH	1021
INSA_SHISO	358
INSD9_ECOLI	620
INSF_ECO11	361
INSG_ECOLI	522
INSH5_ECOLI	422
INT1_ARATH	1104
INT2_ARATH	309
INT3_ANOGA	331
INT3_DICDI	1371
INT3_MOUSE	461
INT9_DICDI	494
INT9_NEMVE	588
INV1_MAIZE	645
INV7_ORYSI	710
INV7_ORYSJ	320
INVA_ARATH	307
INVA_MAIZE	394
INVA_VICFA	348
INVB_ARATH	335
INVC_ARATH	545
INVF_ARATH	607
INVH_ARATH	686
IOJAM_ARATH	678
IOJAP_MAIZE	549
IOLJ_BACMF	863
IP5P1_ARATH	331
IP5P2_ARATH	591
IP5P3_ARATH	784
IP5P5_ARATH	351
IP5P6_ARATH	1072
IP5P7_ARATH	952
IP5P8_ARATH	970
IP5P9_ARATH	607
IP5PA_ARATH	356
IP5PC_ARATH	302
IP5PD_ARATH	390
IP5PE_ARATH	431
IP5PF_ARATH	1021
IPCS_ORYSJ	531
IPCS2_ARATH	454
IPIPR_MENPI	412
IPK_METTH	342
IPK_THEAC	371
IPK1_ORYSJ	739
IPK2_ORYSJ	472
IPO11_HUMAN	468
IPO11_MOUSE	464
IPO4_HUMAN	1189
IPO4_MOUSE	696
IPO5_HUMAN	704
IPO5_MOUSE	1402
IPT3_ARATH	441
IPYR_MAIZE	847
IPYR_ORYSJ	1029
IPYR_SOLTU	327
IPYR4_ARATH	1012
IPYR6_ARATH	1223
IQD1_ARATH	849
IQD14_ARATH	506
IQD31_ARATH	634
IQM1_ARATH	575
IQM3_ARATH	887
IQM4_ARATH	313
IQM5_ARATH	414
IRAK1_HUMAN	311
IRAK4_MOUSE	450
IRE1A_ARATH	1190
IRE3_ARATH	336
IREH1_ARATH	665
IRK_ARATH	368
IRKI_ARATH	932
IRT2_ORYSJ	454
ISAM1_ARATH	706
ISAM2_ARATH	727
ISCAP_ARATH	720
ISE2_ARATH	540
ISOA1_ARATH	537
ISOA2_ARATH	729
ISOA3_ARATH	654
ISPD_ORYSJ	948
ISPE_ORYSJ	829
ISPF_ORYSJ	750
ISPG_ORYSJ	748
ISPH_ORYSJ	971
ISPT_THET8	318
IST1_BOVIN	854
IST1_HUMAN	424
IST1_PONAB	417
IST1L_DICDI	693
IST3_SCHPO	952
ISU1_ARATH	735
ISW2_ORYSJ	1188
ISY1_DICDI	306
ISY1_MOUSE	460
ISY1_RAT	368
ITIH6_HUMAN	871
ITPA_SORBI	378
ITPK1_MAIZE	330
ITPK1_ORYSJ	605
ITPK2_ORYSJ	1468
ITPK6_ORYSI	528
ITPK6_ORYSJ	355
IVD_ORYSJ	804
IWS1_MOUSE	650
IWS1_RAT	896
IX15L_ARATH	468
IYO_ARATH	746
JAC1_ARATH	1803
JADE1_XENLA	1127
JAL19_ARATH	674
JAL28_ARATH	305
JAL3_ARATH	721
JHD2_YEAST	340
JI23_HORVU	455
JI60_HORVU	549
JIPH_ATRCA	432
JJJ1_ARATH	546
JM703_ORYSJ	615
JM705_ORYSJ	544
JM706_ORYSJ	553
JMJ16_ARATH	1132
JMJ18_ARATH	346
JMJ25_ARATH	708
JMJ30_ARATH	724
JMJD4_CHICK	574
JMJD4_HUMAN	694
JMT_ARATH	678
JMT_BRARP	655
JOSL_ARATH	474
K125_ARATH	619
K125_TOBAC	492
K1468_DANRE	1246
K1468_HUMAN	772
K1468_XENTR	1003
K502_ACTDE	725
KAD1_ORYSJ	784
KAD2_ORYSJ	1147
KAD3_ORYSJ	536
KAD4_ORYSJ	408
KAD5_ORYSJ	1343
KAD6_ARATH	535
KAD6_ORYSJ	591
KAD7_ORYSJ	944
KADC_MAIZE	633
KAKU4_ARATH	924
KASC1_HORVU	869
KASC2_ARATH	855
KASM_ARATH	324
KAT1_ORYSJ	494
KAT3_RAT	539
KATL2_XENLA	420
KATL2_XENTR	837
KC1A_CAEEL	1090
KC1A_MOUSE	1058
KC1A_PIG	346
KC1B_BOVIN	516
KC1D_ARATH	1207
KC1D_PONAB	2510
KC1E_MOUSE	405
KCA1_ARATH	1570
KCA2_ARATH	1280
KCAB_ORYSJ	897
KCBP_ORYSJ	382
KCO1_ORYSJ	348
KCO2_ORYSJ	456
KCO3_ORYSJ	625
KCR1_ARATH	526
KCR2_ARATH	755
KCS1_ARATH	747
KCS10_ARATH	885
KCS11_ARATH	480
KCS12_ARATH	473
KCS2_ARATH	509
KCS20_ARATH	311
KCS4_ARATH	443
KCS5_ARATH	492
KCS6_ARATH	1072
KCS8_ARATH	373
KCS9_ARATH	608
KCY2_ORYSJ	1184
KCY4_ORYSJ	920
KDM5_DROME	381
KDSA_PEA	370
KDSA1_ARATH	412
KDSB_ARATH	655
KEA1_ARATH	1687
KEA2_ARATH	816
KEA3_ARATH	2072
KEA4_ARATH	662
KEA5_ARATH	747
KEG_ARATH	1040
KELP_ARATH	466
KEULE_ARATH	501
KGP1_MOUSE	372
KGP2_RAT	420
KHSE_ARATH	445
KI20B_MOUSE	309
KIC_ARATH	421
KIF11_DICDI	521
KIFC3_HUMAN	946
KIFC3_MOUSE	622
KIME_ARATH	438
KIN10_ARATH	1504
KIN13_ARATH	855
KIN17_HUMAN	525
KIN17_MOUSE	409
KINB1_ARATH	636
KINB3_ARATH	782
KING1_ARATH	604
KINGL_ARATH	624
KIP_ARATH	427
KIP1_PETIN	585
KIPK_ARATH	643
KISHA_MOUSE	486
KISHA_PONAB	556
KITH_ORYSJ	776
KIWI_ARATH	448
KLC_CAEEL	513
KLC3_RAT	763
KLC4_HUMAN	555
KLDC4_MOUSE	1720
KLH10_HUMAN	405
KLH17_HUMAN	576
KLHDB_DROGR	1021
KLHL8_HUMAN	428
KLP3_CAEEL	310
KMS1_ARATH	838
KMS2_ARATH	400
KMT2B_MOUSE	1320
KMT2D_HUMAN	481
KMT2D_MOUSE	358
KN12B_ARATH	500
KNOS2_ORYSJ	863
KNOS4_ORYSJ	346
KNOSA_ORYSJ	318
KNOSB_ORYSJ	1255
KOR1_ORYSJ	768
KOR2_ORYSJ	550
KP1_ARATH	448
KPCB_DANRE	1074
KPK2_ARATH	892
KPPR_CHLRE	1500
KPPR_WHEAT	1338
KPRO_MAIZE	469
KPRS1_ORYSJ	918
KPRS1_SPIOL	342
KPRS2_ORYSJ	878
KPRS3_ORYSJ	466
KPRS4_ORYSJ	716
KPSS1_ORYSJ	375
KPYA_RICCO	366
KPYC_SOLTU	393
KPYC_SOYBN	1707
KPYC_TOBAC	648
KPYC1_ORYSJ	1482
KPYC2_ORYSJ	640
KPYG_TOBAC	1660
KRI1_SCHPO	1006
KRP1_ORYSI	745
KRP1_ORYSJ	423
KRP4_ORYSJ	571
KRR1_DROMO	650
KRR1_YEASZ	1092
KS1_ORYSJ	743
KSG1_ARATH	546
KSG10_ARATH	314
KSG2_ARATH	454
KSG3_ARATH	573
KSG6_ARATH	718
KSG7_ARATH	986
KSG8_ARATH	1102
KSG9_ARATH	604
KSGT_BRANA	380
KSL10_ORYSJ	763
KSL11_ORYSI	1093
KSL3_ORYSJ	424
KSL5_ORYSI	545
KTAP2_IXOSC	655
KTI12_ORYSJ	419
KTNA1_ARATH	945
KTNB1_ARATH	873
KTNB1_XENLA	542
KU70_ORYSJ	367
KU80_ORYSJ	891
KXDL1_RAT	527
KYNB_BACAH	431
KYNB_BACC1	675
KYNB_BACCR	458
KYNB_BORA1	421
KYNB_ERYLH	784
KYNB_SALRD	1270
L2HDH_CAEEL	641
L2HDH_PONAB	318
LA1_ARATH	617
LAAT1_CAEEL	529
LAC7_ORYSJ	426
LACB2_XENLA	426
LACB2_XENTR	476
LACE1_HUMAN	1312
LACE1_MOUSE	1092
LACE1_RAT	798
LACI_ECOLI	1426
LACS1_ARATH	1294
LACS4_ARATH	997
LACS5_ARATH	635
LACS6_ARATH	785
LACS7_ARATH	1836
LACS8_ARATH	1928
LACS9_ARATH	847
LAHY_LARTR	345
LALIN_LAVAN	541
LAML_ARATH	305
LAP1_CAEEL	628
LAP4_DROME	476
LATE_ARATH	720
LAX1_ORYSJ	572
LAZ1_ARATH	710
LAZH1_ARATH	470
LAZH2_ARATH	602
LBD37_ARATH	1337
LBD38_ARATH	667
LBD6_MAIZE	368
LC7L2_HUMAN	1184
LC7L2_MOUSE	746
LC7L3_PONAB	1068
LCAT1_ARATH	526
LCAT1_ORYSJ	1039
LCAT2_ARATH	1016
LCAT3_ARATH	589
LCAT4_ARATH	2079
LCB1A_ORYSJ	462
LCB2A_ORYSJ	430
LCB2D_ORYSJ	1925
LCBK1_ARATH	703
LCKB2_ARATH	518
LCMT1_RAT	1274
LCV1_ARATH	478
LCV2_ARATH	652
LCYB_ARATH	886
LCYB_SOLLC	339
LCYD1_ORYSJ	1407
LCYE_ARATH	908
LCYE_ONCHC	578
LCYE_SOLLC	465
LDAH_DICDI	676
LDHB_HORVU	354
LDL1_ORYSJ	324
LDL2_ORYSJ	482
LDL3_ARATH	704
LDL3_ORYSI	349
LDL3_ORYSJ	347
LE14B_LITER	559
LE14B_PRUAR	791
LEA14_GOSHI	715
LEA14_SOYBN	1072
